book_link,title,author_link,author_name
https://www.goodreads.com/book/show/199798368-the-ballad-of-darcy-and-russell,The Ballad of Darcy and Russell,https://www.goodreads.com/author/show/3351454.Morgan_Matson,Morgan Matson
https://www.goodreads.com/book/show/199282051-a-lovely-lie,A Lovely Lie,https://www.goodreads.com/author/show/21344450.Jaime_Lynn_Hendricks,Jaime Lynn Hendricks
https://www.goodreads.com/book/show/177614940-the-bootlegger-s-daughter,The Bootlegger's Daughter,https://www.goodreads.com/author/show/14416658.Nadine_Nettmann,Nadine Nettmann
https://www.goodreads.com/book/show/101144202-better-left-unsent,Better Left Unsent,https://www.goodreads.com/author/show/18604096.Lia_Louis,Lia Louis
https://www.goodreads.com/book/show/198688474-blood-at-the-root,Blood at the Root,https://www.goodreads.com/author/show/7114213.LaDarrion_Williams,LaDarrion Williams
https://www.goodreads.com/book/show/199535412-can-t-spell-treason-without-tea,Can't Spell Treason Without Tea,https://www.goodreads.com/author/show/19621982.Rebecca_Thorne,Rebecca  Thorne
https://www.goodreads.com/book/show/198563666-you-may-now-kill-the-bride,You May Now Kill the Bride,https://www.goodreads.com/author/show/18626873.Kate_Weston,Kate Weston
https://www.goodreads.com/book/show/196848524-a-wedding-in-lake-como,A Wedding in Lake Como,https://www.goodreads.com/author/show/2965489.Jennifer_Probst,Jennifer Probst
https://www.goodreads.com/book/show/195888874-daughters-of-shandong,Daughters of Shandong,https://www.goodreads.com/author/show/23216415.Eve_J_Chung,Eve J. Chung
https://www.goodreads.com/book/show/198137953-the-switch,The Switch,https://www.goodreads.com/author/show/22960059.Lily_Samson,Lily Samson
https://www.goodreads.com/book/show/197516645-the-wealth-of-shadows,The Wealth of Shadows,https://www.goodreads.com/author/show/3041690.Graham_Moore,Graham Moore
https://www.goodreads.com/book/show/199442165-malibu-summer,Malibu Summer,https://www.goodreads.com/author/show/576336.Libby_Gill,Libby Gill
https://www.goodreads.com/book/show/210097538-cold-fury,Cold Fury,https://www.goodreads.com/author/show/2820461.Toni_Anderson,Toni Anderson
https://www.goodreads.com/book/show/193544844-a-storybook-wedding,A Storybook Wedding,https://www.goodreads.com/author/show/22545938.K_J_Micciche,K.J. Micciche
https://www.goodreads.com/book/show/199408564-westport,Westport,https://www.goodreads.com/author/show/17789724.James_Comey,James Comey
https://www.goodreads.com/book/show/210120725-well-and-truly-pucked,Well and Truly Pucked,https://www.goodreads.com/author/show/6860216.Lauren_Blakely,Lauren Blakely
https://www.goodreads.com/book/show/78130090-rebel-girl,Rebel Girl: My Life as a Feminist Punk,https://www.goodreads.com/author/show/1026442.Kathleen_Hanna,Kathleen Hanna
https://www.goodreads.com/book/show/195791340-the-fireborne-blade,The Fireborne Blade,https://www.goodreads.com/author/show/6585608.Charlotte_Bond,Charlotte Bond
https://www.goodreads.com/book/show/198137999-summer-fridays,Summer Fridays,https://www.goodreads.com/author/show/6583177.Suzanne_Rindell,Suzanne Rindell
https://www.goodreads.com/book/show/196674793-the-family-experiment,The Family Experiment,https://www.goodreads.com/author/show/7264719.John_Marrs,John Marrs
https://www.goodreads.com/book/show/199797612-spitting-gold,Spitting Gold,https://www.goodreads.com/author/show/22612931.Carmella_Lowkis,Carmella Lowkis
https://www.goodreads.com/book/show/195026032-the-vacation-rental,The Vacation Rental,https://www.goodreads.com/author/show/6547896.Katie_Sise,Katie Sise
https://www.goodreads.com/book/show/58884700-southern-man,Southern Man,https://www.goodreads.com/author/show/19696.Greg_Iles,Greg Iles
https://www.goodreads.com/book/show/180352002-loyally-luke,"Loyally, Luke",https://www.goodreads.com/author/show/13561411.Pepper_Basham,Pepper Basham
